busbar_name,type [R or K],busbar_kilometering [km],current [kA]
84-011.045-R-1-SI-BB2,R,11.045,0.005943933757151977
84-011.045-R-1-SI-BB3,R,11.045,0.005943913873878447
84-011.402-R-2-SI-BB1,R,11.402,0.0059426714234649194
84-011.402-R-2-SI-BB2,R,11.402,0.005942632320673079
84-011.668-R-1-SI-BB1,R,11.668,0.005941938430115973
84-011.668-R-1-SI-BB2,R,11.668,0.0059419288587259644
84-011.668-R-1-SI-BB3,R,11.668,0.005941909715948343
84-011.737-R-2-BB1,R,11.737,0.005941578829068253
84-011.737-R-BB1,R,11.737,0.005941633628393125
82-005.550-R-3-BB,R,5.55,0.00690579173002877
82-005.550-R-4-BB,R,5.55,0.006911432295816
82-005.600-R-5-BB,R,5.6,0.0069938379080579675
82-005.637-R-3-BB,R,5.637,0.007001225581372637
82-005.637-R-4-BB,R,5.637,0.007017885306287314
82-005.637-R-5-BB,R,5.637,0.007021786136160477
82-005.637-R-6-BB,R,5.637,0.007018217387412908
82-005.670-R-4-BB,R,5.67,0.007066379139685713
82-005.700-R-3-SI-BB1,R,5.7,0.007070333929815988
82-005.700-R-3-SI-BB2,R,5.7,0.00707708448532246
82-005.700-R-5-BB,R,5.7,0.007077805546197588
82-005.700-R-6-SI-BB1,R,5.7,0.007072660904476341
82-005.700-R-6-SI-BB2,R,5.7,0.007077978997680054
82-005.885-R-3-SI-BB1,R,5.885,0.007280026979832531
82-005.885-R-3-SI-BB2,R,5.885,0.007286777800951399
82-005.900-R-3-BB,R,5.9,0.007303232951867755
82-005.900-R-4-BB,R,5.9,0.007351813283759985
82-005.900-R-5-BB,R,5.9,0.007301357770999158
82-005.900-R-6-SI-BB1,R,5.9,0.007250821610554686
82-005.900-R-6-SI-BB2,R,5.9,0.007256139990340237
82-005.900-R-7-BB,R,5.9,0.007256126614555178
82-006.030-R-3-SI-BB1,R,6.03,0.0072090173803766285
82-006.030-R-3-SI-BB2,R,6.03,0.007204557564972389
82-006.030-R-6-SI-BB1,R,6.03,0.007148077796404895
82-006.030-R-6-SI-BB2,R,6.03,0.0071429625187299835
82-006.100-R-3-BB,R,6.1,0.007153827743961565
82-006.100-R-4-BB,R,6.1,0.007964379647140477
82-006.100-R-5-BB,R,6.1,0.00786405284715927
82-006.100-R-6-BB,R,6.1,0.007084776810296218
82-007.000-R-5-BB,R,7.0,0.011448382316270211
82-007.000-R-7-BB,R,7.0,0.01145067582604422
82-007.140-R-7-SI-BB1,R,7.14,0.011555070320515731
82-007.140-R-7-SI-BB2,R,7.14,0.011559659251778142
82-007.140-R-7-SI-BB3,R,7.14,0.011566512230499426
82-007.166-R-5-SI-BB1,R,7.166,0.011571301483960007
82-007.166-R-5-SI-BB2,R,7.166,0.011572047780988522
82-007.280-R-5-SI-BB1,R,7.28,0.011670805824930458
82-007.280-R-5-SI-BB2,R,7.28,0.011676137027013103
82-007.300-R-4-SI-BB1,R,7.3,0.011639995518947191
82-007.300-R-4-SI-BB2,R,7.3,0.01165606611204255
82-007.310-R-8-SI-BB1,R,7.31,0.011324852400013262
82-007.310-R-8-SI-BB2,R,7.31,0.011339158269416259
82-007.380-R-7-SI-BB1,R,7.38,0.011833789191166046
82-007.380-R-7-SI-BB2,R,7.38,0.011840642731504064
82-007.400-R-5-BB,R,7.4,0.011992481136905412
82-007.440-R-7-BB,R,7.44,0.011974287442914556
82-007.440-R-8-BB,R,7.44,0.011943584309694744
82-007.470-R-4-BB,R,7.47,0.012067387677964395
82-007.514-R-6-BB,R,7.514,0.012298419079961053
82-007.514-R-7-BB,R,7.514,0.012252719745634263
82-007.545-R-6-7-BB,R,7.545,0.012336593901264991
82-007.590-R-4-BB,R,7.59,0.012457616615560956
82-007.590-R-5-BB,R,7.59,0.012434112067074624
82-007.590-R-6-BB,R,7.59,0.012415052107181015
82-007.590-R-7-BB,R,7.59,0.012413691335526071
82-007.590-R-8-BB,R,7.59,0.012410734227762319
82-007.606-R-5-BB,R,7.606,0.012465969201046763
82-007.770-R-5-BB,R,7.77,0.01302446766791266
82-007.770-R-6-BB,R,7.77,0.012415045570365596
82-007.790-R-7-BB,R,7.79,0.013098482482858179
82-007.829-R-60-BB,R,7.829,0.013161723007635892
82-007.829-R-61-BB,R,7.829,0.01315280141515969
82-007.920-R-4-BB,R,7.92,0.013308054274692347
82-007.980-R-60-BB,R,7.98,0.013157399019012934
82-007.980-R-61-BB,R,7.98,0.013157113070538132
82-007.990-R-16-BB,R,7.99,0.013642875424739435
82-008.010-R-4-SI-BB1,R,8.01,0.013690137380235246
82-008.010-R-4-SI-BB2,R,8.01,0.013702557081977854
82-008.070-R-7-BB,R,8.07,0.01379943744640926
82-008.070-R-8-BB,R,8.07,0.01379921891495469
82-008.080-R-3-BB,R,8.08,0.013700925091278418
82-008.135-R-16-BB,R,8.135,0.013857016183150654
82-008.135-R-7-SI-BB1,R,8.135,0.013881511798512089
82-008.135-R-7-SI-BB2,R,8.135,0.013889282242331935
82-008.135-R-8-SI-BB1,R,8.135,0.013892525412684183
82-008.135-R-8-SI-BB2,R,8.135,0.013901359255077038
82-008.185-R-3-BB,R,8.185,0.013982090270528316
82-008.185-R-4-BB,R,8.185,0.014055749145657385
82-008.195-R-16-BB,R,8.195,0.014014684175801068
82-008.195-R-16-Retur-HLOM,R,8.195,0.014007712917529164
82-008.195-R-16-Returskab m. SI-BB,R,8.195,0.014007712917529164
82-008.230-R-7-SI-BB1,R,8.23,0.014009240495378081
82-008.230-R-7-SI-BB2,R,8.23,0.014017011204245191
82-008.230-R-7-SI-BB3,R,8.23,0.014024781913117963
82-008.275-R-16-BB,R,8.275,0.01401055705511986
82-008.275-R-17-BB,R,8.275,0.014011403997071353
82-008.280-R-7-BB,R,8.28,0.01408791948629273
82-008.280-R-7-Returskab m.SI-BB,R,8.28,0.01408791948629273
82-008.280-R-8-BB,R,8.28,0.014317658779385187
82-008.288-R-7-SI-BB1,R,8.288,0.0140877606040295
82-008.288-R-7-SI-BB2,R,8.288,0.01408763839817437
82-008.288-R-7-SI-BB3,R,8.288,0.014087516192324935
82-008.345-R-8-SI-BB1,R,8.345,0.014912048325697001
82-008.345-R-8-SI-BB2,R,8.345,0.014932369337349803
82-008.345-R-8-SI-BB3,R,8.345,0.014952690349008639
82-008.387-R-15-BB,R,8.387,0.014007275187320095
82-008.387-R-16-BB,R,8.387,0.014007571962967945
82-008.387-R-17-BB,R,8.387,0.014007735603063334
82-008.396-R-3-SI-BB1,R,8.396,0.014006475676506652
82-008.396-R-3-SI-BB2,R,8.396,0.014006572475394547
82-008.450-R-15-BB,R,8.45,0.014007274283787537
82-008.462-R-4-SI-BB1,R,8.462,0.015183580244061017
82-008.462-R-4-SI-BB2,R,8.462,0.015208636618558584
82-008.462-R-4-SI-BB3,R,8.462,0.015233692993062292
82-008.500-R-7-BB,R,8.5,0.014083316489979982
82-008.532-R-3-SI-BB1,R,8.532,0.014008715940718638
82-008.532-R-3-SI-BB2,R,8.532,0.01400881312062583
82-008.532-R-3-SI-BB3,R,8.532,0.014008910300538692
82-008.700-R-3-BB,R,8.7,0.014011569737072342
82-009.165-R-4-SI-BB1,R,9.165,0.018096192742608142
82-009.165-R-4-SI-BB2,R,9.165,0.018121251460216575
82-009.373-R-2-SI-BB1,R,9.373,0.018413625099425485
82-009.373-R-2-SI-BB2,R,9.373,0.018433949607887964
84-006.597-R-1-SI-BB1,R,6.597,0.006646536195043695
84-006.597-R-1-SI-BB2,R,6.597,0.006644306818542912
84-006.597-R-2-SI-BB1,R,6.597,0.006655068681162884
84-006.597-R-2-SI-BB2,R,6.597,0.006652511447301796
84-006.597-R-7-BB,R,6.597,0.007255950824893666
84-006.654-R-BB,R,6.654,0.006588517317865028
84-006.716-R-1-SI-BB1,R,6.716,0.0065275176524855205
84-006.716-R-1-SI-BB2,R,6.716,0.006525228761146678
84-006.716-R-2-SI-BB1,R,6.716,0.006521957977598837
84-006.716-R-2-SI-BB2,R,6.716,0.006519460468035512
84-006.886-R-2-SI-BB1,R,6.886,0.006381476134795458
84-006.886-R-2-SI-BB2,R,6.886,0.006376481334989971
84-006.886-R-2-SI-BB3,R,6.886,0.006374126208697925
84-006.921-R-1-SI-BB1,R,6.921,0.006372735847724825
84-006.921-R-1-SI-BB2,R,6.921,0.006368158329460653
84-006.921-R-1-SI-BB3,R,6.921,0.006365742534179773
84-007.214-R-1-SI-BB1,R,7.214,0.00613570730929254
84-007.214-R-1-SI-BB2,R,7.214,0.006130876085028368
84-007.214-R-1-SI-BB3,R,7.214,0.006128460472897521
84-007.318-R-7-BB,R,7.318,0.007255889530685638
84-007.370-R-1-BB,R,7.37,0.006005991368377213
84-007.370-R-2-BB,R,7.37,0.00600368914444338
88-012.000-R-5-BB,R,12.0,0.006267219814694264
88-012.000-R-5-Returskab,R,12.0,0.006267351872649361
88-012.000-R-7-BB,R,12.0,0.006267278343336016
88-012.220-R-5-SI-BB1,R,12.22,0.0064296796538030575
88-012.220-R-5-SI-BB2,R,12.22,0.006434224126958934
88-012.440-R-5/7-SI-BB1,R,12.44,0.006611464578765897
88-012.440-R-5/7-SI-BB2,R,12.44,0.006611450708706125
88-012.440-R-5/7-SI-BB3,R,12.44,0.006616027585592011
88-012.957-R-5-SI-BB1,R,12.957,0.007010505598910516
88-012.957-R-5-SI-BB2,R,12.957,0.007012792227850499
88-012.957-R-5-SI-BB3,R,12.957,0.007017365485733294
88-012.957-R-7-BB,R,12.957,0.007015448263569761
82-016.762-R-1-BB,R,16.762,0.056437015294636114
82-016.762-R-2-BB,R,16.762,0.05644332751409823
82-016.770-R-1-SI-BB1,R,16.77,0.056480714297169915
82-016.770-R-1-SI-BB2,R,16.77,0.05649752162920443
82-016.770-R-2-BB,R,16.77,0.056489176841557756
82-016.825-R-1-SI-BB1,R,16.825,0.05680942951467271
82-016.825-R-1-SI-BB2,R,16.825,0.056826841887261316
82-016.825-R-2-SI-BB1,R,16.825,0.05679292004264734
82-016.825-R-2-SI-BB2,R,16.825,0.05680991282749108
82-016.850-R-2-SI-BB1,R,16.85,0.05694828183843081
82-016.850-R-2-SI-BB2,R,16.85,0.056965311943432385
82-017.382-R-2-SI-BB1,R,17.382,0.05991007893206664
82-017.382-R-2-SI-BB2,R,17.382,0.059927112146001216
82-017.382-R-2-SI-BB2(1),R,17.382,0.060043931478357286
82-017.387-R-1-SI-BB1,R,17.387,0.060007502863765654
82-017.387-R-1-SI-BB2,R,17.387,0.060024918519446774
82-017.400-R-2-SI-BB1,R,17.4,0.060026756753757474
82-017.505-R-1-SI-BB1,R,17.505,0.06068739965054223
82-017.505-R-1-SI-BB2,R,17.505,0.0607046746158166
82-017.830-R-1-SI-BB1,R,17.83,0.06252944676926257
82-017.830-R-1-SI-BB2,R,17.83,0.06254672373714135
82-017.830-R-2-SI-BB1,R,17.83,0.06254476710135429
82-017.830-R-2-SI-BB2,R,17.83,0.06256194457199085
82-018.200-R-1-SI-BB1,R,18.2,0.06462441810216814
82-018.200-R-1-SI-BB2,R,18.2,0.0646416974227647
82-018.200-R-2-SI-BB1,R,18.2,0.06462767442847465
82-018.200-R-2-SI-BB2,R,18.2,0.06464485425217086
82-018.320-R-1-SI-BB1,R,18.32,0.0653156059626854
82-018.320-R-1-SI-BB2,R,18.32,0.06533288606307837
82-018.320-R-2-SI-BB1,R,18.32,0.06531488241423736
82-018.320-R-2-SI-BB2,R,18.32,0.06533206301774457
82-018.590-R-1-BB,R,18.59,0.06686040912391866
82-018.590-R-1-Returskab-BB,R,18.59,0.06686040682563095
82-018.590-R-2-BB,R,18.59,0.06682863299865989
82-018.590-R-2-Returskab-BB,R,18.59,0.06682863299865989
83-015.470-R-1-SI-BB1,R,15.47,-0.0019317705305354374
83-015.470-R-1-SI-BB2,R,15.47,-0.0019317607861472881
83-015.470-R-1-SI-BB3,R,15.47,-0.0019317510417599195
83-015.700-R-2-SI-BB1,R,15.7,-0.001931238648483454
83-015.700-R-2-SI-BB2,R,15.7,-0.0019312298323411947
83-015.700-R-2-SI-BB3,R,15.7,-0.0019312210161997157
83-016.265-R-2-SI-BB1,R,16.265,-0.0019304216023586828
83-016.265-R-2-SI-BB2,R,16.265,-0.0019304130044015952
83-016.265-R-2-SI-BB3,R,16.265,-0.0019304037394055347
83-016.315-R-1-SI-BB1,R,16.315,-0.0019304354297060163
83-016.315-R-1-SI-BB2,R,16.315,-0.0019304260116750113
83-016.315-R-1-SI-BB3,R,16.315,-0.0019304172606845382
83-017.050-R-1-SI-BB1,R,17.05,-0.0019292120902249716
83-017.050-R-1-SI-BB2,R,17.05,-0.0019292031359295816
83-017.050-R-1-SI-BB3,R,17.05,-0.0019291959939744514
83-017.250-R-2-SI-BB1,R,17.25,-0.0019290878261796303
83-017.250-R-2-SI-BB2,R,17.25,-0.0019290794437734858
83-017.250-R-2-SI-BB3,R,17.25,-0.00192906924902864
83-017.482-R-2-SI-BB1,R,17.482,-0.001928686594453467
83-017.482-R-2-SI-BB2,R,17.482,-0.0019286764892101217
83-017.495-R-1-SI-BB1,R,17.495,-0.001928685749434227
83-017.495-R-1-SI-BB2,R,17.495,-0.001928678779156409
83-017.612-R-1-BB,R,17.612,-0.001928425812287063
83-017.780-R-2-BB,R,17.78,-0.0019281703224275446
83-018.020-R-11-BB,R,18.02,-0.0019273786546514385
83-018.020-R-12-BB,R,18.02,-0.001927381440715028
83-018.065-R-21-BB,R,18.065,-0.001927295603688082
83-018.065-R-24-BB,R,18.065,-0.0019272956368104365
83-018.100-R-3-BB,R,18.1,-0.0019270491846915727
83-018.115-R-12-BB,R,18.115,-0.001927233133081924
83-018.115-R-21-BB,R,18.115,-0.0019272296523258413
83-018.115-R-24-BB,R,18.115,-0.0019272321852763208
83-018.150-R-21-BB,R,18.15,-0.0019271670080855284
83-018.155-R-24-BB,R,18.155,-0.001927186602705007
83-018.160-R-11-BB,R,18.16,-0.0019271982072704983
83-018.170-R-24-BB,R,18.17,-0.0019271637327981585
83-018.230-R-3-BB,R,18.23,-0.0019270497139403393
83-018.250-R-12-BB,R,18.25,-0.001927070511882438
83-018.250-R-21-BB,R,18.25,-0.0019270716085742863
83-018.250-R-22-BB,R,18.25,-0.0019270676655620453
83-018.270-R-3-BB,R,18.27,-0.0019270362244404775
83-018.300-R-12-BB,R,18.3,-0.0019270279031092736
83-018.395-R-21-BB,R,18.395,-0.0019269629786236293
83-018.395-R-23-BB,R,18.395,-0.001926973667915312
83-018.455-R-11-BB,R,18.455,-0.0019269361092518014
83-018.455-R-23-BB,R,18.455,-0.0019269597623399587
83-018.455-R-24-BB,R,18.455,-0.001926955164728948
83-018.568-R-11-BB,R,18.568,-0.0019267294925962607
83-018.568-R-12-BB,R,18.568,-0.0019267138234184856
83-018.568-R-21-BB,R,18.568,-0.0019267426321851425
83-018.568-R-22-BB,R,18.568,-0.001926746075711755
83-018.857-R-1-BB,R,18.857,-0.0019259123702897194
83-018.857-R-2-BB,R,18.857,-0.0019259121810941253
83-019.035-R-1-BB,R,19.035,-0.001925449652799339
83-019.035-R-2-SI-BB1,R,19.035,-0.0019254482778301443
83-019.035-R-2-SI-BB2,R,19.035,-0.0019254400643622298
83-019.065-R-1-SI-BB1,R,19.065,-0.0019253739244147992
83-019.065-R-1-SI-BB2,R,19.065,-0.0019253661602887952
83-019.550-R-1-BB,R,19.55,-0.0019247616097130232
83-019.550-R-1-Retur-BB,R,19.55,-0.0019247616097130232
83-019.550-R-2-BB,R,19.55,-0.001924760998397607
83-019.550-R-2-Retur-BB,R,19.55,-0.001924760998397607
83-020.118-R-2-SI-BB1,R,20.118,-0.0019240226073805322
83-020.118-R-2-SI-BB2,R,20.118,-0.0019240147167627233
83-020.118-R-2-SI-BB3,R,20.118,-0.001924007724389804
83-020.181-R-1-SI-BB1,R,20.181,-0.001924006739741046
83-020.181-R-1-SI-BB2,R,20.181,-0.0019239994992544386
83-020.181-R-1-SI-BB3,R,20.181,-0.00192399189816119
83-020.675-R-1-BB,R,20.675,-0.0019233893502801347
83-020.675-R-1-Retur-MWOM-BB,R,20.675,-0.001923389141497943
83-020.675-R-2-BB,R,20.675,-0.0019233845273544544
83-020.675-R-2-Retur-MWOM-BB,R,20.675,-0.0019233852737702295
85-029.401-R-1-SI-BB1,R,29.401,-0.04832187088372818
85-029.401-R-1-SI-BB2,R,29.401,-0.048335806935450566
85-029.401-R-2-SI-BB1,R,29.401,-0.04829563283964518
85-029.401-R-2-SI-BB2,R,29.401,-0.04831021779115717
85-029.429-R-2-SI-BB2,R,29.429,-0.04833576896870729
85-029.596-R-1-SI-BB1,R,29.596,-0.04883876422571701
85-029.596-R-1-SI-BB2,R,29.596,-0.04885426560853101
85-029.596-R-1-SI-BB3,R,29.596,-0.04886976699136477
85-029.596-R-2-SI-BB1,R,29.596,-0.04875522247028949
85-029.596-R-2-SI-BB2,R,29.596,-0.04876824760982431
85-029.727-R-32-BB,R,29.727,-0.048335689538345356
85-030.275-R-2-SI-BB1,R,30.275,-0.0516429355484173
85-030.275-R-2-SI-BB2,R,30.275,-0.051655964096952826
85-030.275-R-2-SI-BB3,R,30.275,-0.05166899264550924
85-030.650-R-1-SI-BB1,R,30.65,-0.05152564827191811
85-030.650-R-1-SI-BB2,R,30.65,-0.05154116023647054
85-030.650-R-1-SI-BB3,R,30.65,-0.051556672201043825
85-030.650-R-2-SI-BB1,R,30.65,-0.052463037829330865
85-030.650-R-2-SI-BB2,R,30.65,-0.05247607028288091
85-030.650-R-2-SI-BB3,R,30.65,-0.05248910273645216
85-030.840-R-1-SI-BB1,R,30.84,-0.052035634310559846
85-030.840-R-1-SI-BB2,R,30.84,-0.05205114824342897
85-030.840-R-1-SI-BB3,R,30.84,-0.05206666217631913
85-030.905-R-2-SI-BB1,R,30.905,-0.05302919044724212
85-030.905-R-2-SI-BB2,R,30.905,-0.05304222559157273
85-030.905-R-2-SI-BB3,R,30.905,-0.05305526073592476
85-031.360-R-1-SI-BB1,R,31.36,-0.05337781816631463
85-031.360-R-1-SI-BB2,R,31.36,-0.053393337582360756
85-031.360-R-1-SI-BB3,R,31.36,-0.053408856998428456
85-031.575-R-2-SI-BB1,R,31.575,-0.05447484901723207
85-031.575-R-2-SI-BB2,R,31.575,-0.05448789136614587
85-031.575-R-2-SI-BB3,R,31.575,-0.05450093371508168
85-031.650-R-1-SI-BB1,R,31.65,-0.05414028238682336
85-031.650-R-1-SI-BB2,R,31.65,-0.05415580492185981
85-031.650-R-1-SI-BB3,R,31.65,-0.05417132745691814
85-031.950-R-2-SI-BB1,R,31.95,-0.0552958263309508
85-031.950-R-2-SI-BB2,R,31.95,-0.05530887279730992
85-031.950-R-2-SI-BB3,R,31.95,-0.055321919263691406
85-032.200-R-2-SI-BB1,R,32.2,-0.055851988103057915
85-032.200-R-2-SI-BB2,R,32.2,-0.0558650373488323
85-032.200-R-2-SI-BB3,R,32.2,-0.05587808659462928
85-032.400-R-1-SI-BB1,R,32.4,-0.05606363142037575
85-032.400-R-1-SI-BB2,R,32.4,-0.056079162223101456
85-032.400-R-1-SI-BB3,R,32.4,-0.05609469302584982
85-032.550-R-2-SI-BB1,R,32.55,-0.05662037363261282
85-032.550-R-2-SI-BB2,R,32.55,-0.056633426815901694
85-032.550-R-2-SI-BB3,R,32.55,-0.05664647999921345
85-032.775-R-2-SI-BB1,R,32.775,-0.05712378355705621
85-032.775-R-2-SI-BB2,R,32.775,-0.057136839300245094
85-032.775-R-2-SI-BB3,R,32.775,-0.05714989504345705
85-032.807-R-1-SI-BB1,R,32.807,-0.057122012442493444
85-032.807-R-1-SI-BB2,R,32.807,-0.05713754785320802
85-032.807-R-1-SI-BB3,R,32.807,-0.057153083263945685
85-032.936-R-1-SI-BB1,R,32.936,-0.05747875970847342
85-032.936-R-1-SI-BB2,R,32.936,-0.057489081428294515
85-032.955-R-2-SI-BB1,R,32.955,-0.057531805594006745
85-032.955-R-2-SI-BB2,R,32.955,-0.05754486340153599
85-033.188-R-1-SI-BB1,R,33.188,-0.057911815135241525
85-033.188-R-1-SI-BB2,R,33.188,-0.057926603271804974
85-033.188-R-2-SI-BB1,R,33.188,-0.05806783891209835
85-033.188-R-2-SI-BB2,R,33.188,-0.05808165275939464
85-033.727-R-2-SI-BB1,R,33.727,-0.05929184710103249
85-033.727-R-2-SI-BB2,R,33.727,-0.05930566727480823
85-033.727-R-2-SI-BB3,R,33.727,-0.059319646656079944
85-033.754-R-1-SI-BB1,R,33.754,-0.05928704356451394
85-033.754-R-1-SI-BB2,R,33.754,-0.0593018383354177
85-033.754-R-1-SI-BB3,R,33.754,-0.05931647389887347
85-033.950-R-1-SI-BB1,R,33.95,-0.05978265357391596
85-033.950-R-1-SI-BB2,R,33.95,-0.05979729147176294
85-033.950-R-1-SI-BB3,R,33.95,-0.0598119293696341
85-034.085-R-2-SI-BB1,R,34.085,-0.06013302065933352
85-034.085-R-2-SI-BB2,R,34.085,-0.06014700431705958
85-034.085-R-2-SI-BB3,R,34.085,-0.06016098797480994
85-034.450-R-1-SI-BB1,R,34.45,-0.06100150145948306
85-034.450-R-1-SI-BB2,R,34.45,-0.06101614539807522
85-034.450-R-1-SI-BB3,R,34.45,-0.06103078933669204
85-034.600-R-1-SI-BB1,R,34.6,-0.06138775764587364
85-034.600-R-1-SI-BB2,R,34.6,-0.06140390569432575
85-034.610-R-2-SI-BB1,R,34.61,-0.061354238055552075
85-034.610-R-2-SI-BB2,R,34.61,-0.06136822809290132
85-034.610-R-2-SI-BB3,R,34.61,-0.061380715856767985
85-034.860-R-2-SI-BB1,R,34.86,-0.061888093561945884
85-034.860-R-2-SI-BB2,R,34.86,-0.061900584407582955
85-034.860-R-2-SI-BB3,R,34.86,-0.061913075253245
85-035.200-R-1-SI-BB1,R,35.2,-0.06297869959142084
85-035.200-R-1-SI-BB2,R,35.2,-0.06299485510288064
85-035.200-R-1-SI-BB3,R,35.2,-0.0630110106143659
85-035.450-R-1-Retur-BB,R,35.45,-0.06366739220980112
85-035.450-R-1-SI-BB1,R,35.45,-0.06366739220980112
85-035.450-R-1-SI-BB2,R,35.45,-0.06366549749544684
85-035.450-R-1-SI-BB3,R,35.45,-0.06366577526714635
85-035.550-R-2-SI-BB1,R,35.55,-0.06331409023420063
85-035.550-R-2-SI-BB2,R,35.55,-0.06332658972058862
85-035.550-R-2-SI-BB3,R,35.55,-0.0633369167209741
85-035.800-R-2-SI-BB1,R,35.8,-0.06375651540391669
85-035.800-R-2-SI-BB2,R,35.8,-0.06376684558168969
85-035.800-R-2-SI-BB3,R,35.8,-0.06377717575948842
85-036.000-R-2-Retur-BB,R,36.0,-0.06377931783837984
84-016.000-R-1-BB,R,16.0,0.00593020869354139
84-016.000-R-2-BB,R,16.0,0.00593020562658131
84-016.102-R-1-SI-BB1,R,16.102,0.0059299822849639165
84-016.102-R-1-SI-BB2,R,16.102,0.005929955086652567
84-016.312-R-2-SI-BB1,R,16.312,0.005929516418059807
84-016.312-R-2-SI-BB2,R,16.312,0.005929489600352059
84-016.630-R-1-SI-BB1,R,16.63,0.0059288151435831086
84-016.630-R-1-SI-BB2,R,16.63,0.005928802170575358
84-016.630-R-1-SI-BB3,R,16.63,0.005928788628079755
84-016.630-R-2-SI-BB1,R,16.63,0.005928806441754123
84-016.630-R-2-SI-BB2,R,16.63,0.005928805872261478
84-016.905-R-2-SI-BB1,R,16.905,0.005928256820400434
84-016.905-R-2-SI-BB2,R,16.905,0.005928244684209521
84-016.905-R-2-SI-BB3,R,16.905,0.005928232548020999
84-017.238-R-2-SI-BB1,R,17.238,0.005927444612820425
84-017.238-R-2-SI-BB2,R,17.238,0.005927419016981905
84-017.394-R-2-SI-BB1,R,17.394,0.005927291211804011
84-017.394-R-2-SI-BB2,R,17.394,0.005927268098906883
84-017.569-R-1-F-BB,R,17.569,0.005926718063207202
84-017.569-R-2-SI-BB1,R,17.569,0.005926741202078041
84-017.569-R-2-SI-BB2,R,17.569,0.005926728796536317
84-017.569-R-2-SI-BB3,R,17.569,0.005926718042278614
84-017.623-R-1-F-BB,R,17.623,0.0059266799880109584
84-017.769-R-2-F-BB,R,17.769,0.00592657704411969
84-017.769-R-2-SI-BB1,R,17.769,0.005926577422761789
84-017.769-R-2-SI-BB2,R,17.769,0.0059265663108372686
84-017.769-R-2-SI-BB3,R,17.769,0.0059265535476407056
84-018.104-R-2-SI-BB1,R,18.104,0.005925810660345151
84-018.104-R-2-SI-BB2,R,18.104,0.005925790420060093
84-018.369-R-2-SI-BB1,R,18.369,0.0059253438065850145
84-018.369-R-2-SI-BB2,R,18.369,0.005925319702429357
84-018.369-R-2-SI-BB3,R,18.369,0.0059252979733779056
84-018.392-R-1-SI-1-BB1,R,18.392,0.005925293041944362
84-018.392-R-1-SI-1-BB2,R,18.392,0.005925294229491676
84-018.710-R-2-SI-BB1,R,18.71,0.005924703015879378
84-018.710-R-2-SI-BB2,R,18.71,0.00592468193160069
84-019.195-R-1-SI-BB1,R,19.195,0.0059238732866759925
84-019.195-R-1-SI-BB2,R,19.195,0.00592386342459507
84-019.195-R-1-SI-BB3,R,19.195,0.005923853511144747
84-019.195-R-2-SI-BB1,R,19.195,0.005923873725991217
84-019.195-R-2-SI-BB2,R,19.195,0.00592386375851169
84-019.195-R-2-SI-BB3,R,19.195,0.005923853842406349
84-019.940-R-1-SI-BB1,R,19.94,0.005922706792571968
84-019.940-R-1-SI-BB2,R,19.94,0.005922697761695275
84-019.940-R-1-SI-BB3,R,19.94,0.005922688729715328
84-019.940-R-2-SI-BB1,R,19.94,0.005922706802413669
84-019.940-R-2-SI-BB2,R,19.94,0.0059226977688819835
84-019.940-R-2-SI-BB3,R,19.94,0.00592268873645834
84-019.960-R-1-SI-BB1,R,19.96,0.0059226594142896966
84-019.960-R-1-SI-BB2,R,19.96,0.005922650406005233
84-019.960-R-2-SI-BB1,R,19.96,0.0059226594195906914
84-019.960-R-2-SI-BB2,R,19.96,0.005922650410862532
84-019.969-R-1-BB,R,19.969,0.0059225450047993905
84-019.969-R-1/1-F-BB,R,19.969,0.005922650405887018
84-019.969-R-2-BB,R,19.969,0.005922545013152592
84-020.033-R-1-BB,R,20.033,0.0059224517023809455
84-020.033-R-2-BB,R,20.033,0.0059224517272067415
84-020.100-R-1-F-BB,R,20.1,0.005922650405479492
84-020.100-R-1-SI-BB1,R,20.1,0.005922354871138083
84-020.100-R-1-SI-BB2,R,20.1,0.005922346017019989
84-020.100-R-2-SI-BB1,R,20.1,0.005922354913208628
84-020.100-R-2-SI-BB2,R,20.1,0.005922346060674437
84-020.317-R-1-F-BB,R,20.317,0.005922029733429214
84-020.317-R-1-SI-BB1,R,20.317,0.00592203833056602
84-020.317-R-1-SI-BB2,R,20.317,0.005922029733475871
84-020.317-R-1-SI-BB2(3),R,20.317,0.00592202973342921
84-020.317-R-2-SI-BB1,R,20.317,0.005922038430072899
84-020.317-R-2-SI-BB2,R,20.317,0.0059220298345666585
84-020.462-R-1-F-BB,R,20.462,0.0059220297332788704
84-020.462-R-1-SI-BB1,R,20.462,0.005921829188086665
84-020.462-R-1-SI-BB2,R,20.462,0.005921820752110413
84-020.462-R-2-SI-BB1,R,20.462,0.005921829326329126
84-020.462-R-2-SI-BB2,R,20.462,0.005921820913197678
84-020.607-R-1-BB,R,20.607,0.005921624002726348
84-020.607-R-1-Returskab-BB2,R,20.607,0.005921624011794628
84-020.607-R-2-BB,R,20.607,0.005921624702094332
84-020.607-R-2-Returskab m. SI- BB,R,20.607,0.005921624693009304
81-018.430-R-4-SI-BB1,R,18.43,-0.004069679681008976
81-018.430-R-4-SI-BB2,R,18.43,-0.004069678359941282
81-018.430-R-4-SI-BB3,R,18.43,-0.00406967703887523
81-018.450-R-3-SI-BB1,R,18.45,-0.004069680327358775
